,state,district,pincode,has_enrolment_5_17,has_demographic_5_17,has_biometric_5_17,lifecycle_state
2537,Andhra Pradesh,Rangareddi,500089,True,True,True,Complete
2538,Andhra Pradesh,Rangareddi,500090,True,True,True,Complete
2539,Andhra Pradesh,Rangareddi,500092,True,True,True,Complete
2540,Andhra Pradesh,Rangareddi,500097,True,True,True,Complete
2541,Andhra Pradesh,Rangareddi,500098,True,True,True,Complete
2542,Andhra Pradesh,Rangareddi,501101,False,True,True,Unclear
2543,Andhra Pradesh,Rangareddi,501106,False,False,False,No Activity
2544,Andhra Pradesh,Rangareddi,501111,False,True,True,Unclear
2545,Andhra Pradesh,Rangareddi,501121,False,False,False,No Activity
2546,Andhra Pradesh,Rangareddi,501141,True,True,True,Complete
2547,Andhra Pradesh,Rangareddi,501142,False,False,False,No Activity
2548,Andhra Pradesh,Rangareddi,501143,False,False,False,No Activity
2549,Andhra Pradesh,Rangareddi,501202,False,False,True,Unclear
2550,Andhra Pradesh,Rangareddi,501203,False,False,False,No Activity
2551,Andhra Pradesh,Rangareddi,501218,True,True,True,Complete
2552,Andhra Pradesh,Rangareddi,501301,True,True,True,Complete
2553,Andhra Pradesh,Rangareddi,501359,True,True,True,Complete
2554,Andhra Pradesh,Rangareddi,501401,True,True,True,Complete
2555,Andhra Pradesh,Rangareddi,501501,False,True,True,Unclear
2556,Andhra Pradesh,Rangareddi,501502,True,True,True,Complete
2557,Andhra Pradesh,Rangareddi,501503,True,True,True,Complete
2558,Andhra Pradesh,Rangareddi,501504,True,True,True,Complete
2559,Andhra Pradesh,Rangareddi,501505,True,True,True,Complete
2560,Andhra Pradesh,Rangareddi,501506,True,True,True,Complete
2561,Andhra Pradesh,Rangareddi,501508,False,True,True,Unclear
2562,Andhra Pradesh,Rangareddi,501509,True,True,True,Complete
2563,Andhra Pradesh,Rangareddi,501510,True,True,True,Complete
2564,Andhra Pradesh,Rangareddi,501511,True,True,True,Complete
2565,Andhra Pradesh,Rangareddi,501512,True,True,True,Complete
2566,Andhra Pradesh,Rangareddi,509217,True,True,True,Complete
2567,Andhra Pradesh,Rangareddi,509325,True,True,True,Complete
2568,Andhra Pradesh,Rangareddi,509335,False,False,False,No Activity
2569,Andhra Pradesh,Rangareddi,509337,True,True,True,Complete
2570,Andhra Pradesh,Rangareddi,509339,False,False,False,No Activity
2571,Andhra Pradesh,Rangareddi,509340,False,False,False,No Activity
2572,Andhra Pradesh,Rangareddi,509358,False,False,False,No Activity
2573,Andhra Pradesh,Spsr Nellore,524002,True,False,False,Only Enrolment
2574,Andhra Pradesh,Spsr Nellore,524004,True,False,False,Only Enrolment
2575,Andhra Pradesh,Spsr Nellore,524201,True,False,False,Only Enrolment
2576,Andhra Pradesh,Spsr Nellore,524223,True,False,False,Only Enrolment
2577,Andhra Pradesh,Spsr Nellore,524304,True,False,False,Only Enrolment
2578,Andhra Pradesh,Spsr Nellore,524305,True,False,False,Only Enrolment
2579,Andhra Pradesh,Spsr Nellore,524308,True,False,False,Only Enrolment
2580,Andhra Pradesh,Spsr Nellore,524309,True,False,False,Only Enrolment
2581,Andhra Pradesh,Spsr Nellore,524311,True,False,False,Only Enrolment
2582,Andhra Pradesh,Spsr Nellore,524315,True,False,False,Only Enrolment
2583,Andhra Pradesh,Spsr Nellore,524322,True,False,False,Only Enrolment
2584,Andhra Pradesh,Spsr Nellore,524345,True,False,False,Only Enrolment
2585,Andhra Pradesh,Spsr Nellore,524411,True,False,False,Only Enrolment
2586,Andhra Pradesh,Spsr Nellore,524413,True,False,False,Only Enrolment
2587,Andhra Pradesh,Sri Potti Sriramulu Nellore,523101,False,True,True,Unclear
2588,Andhra Pradesh,Sri Potti Sriramulu Nellore,523105,True,True,True,Complete
2589,Andhra Pradesh,Sri Potti Sriramulu Nellore,523113,True,True,True,Complete
2590,Andhra Pradesh,Sri Potti Sriramulu Nellore,523114,False,True,True,Unclear
2591,Andhra Pradesh,Sri Potti Sriramulu Nellore,523115,True,True,True,Complete
2592,Andhra Pradesh,Sri Potti Sriramulu Nellore,523116,True,True,True,Complete
2593,Andhra Pradesh,Sri Potti Sriramulu Nellore,523281,True,True,True,Complete
2594,Andhra Pradesh,Sri Potti Sriramulu Nellore,523291,True,True,True,Complete
2595,Andhra Pradesh,Sri Potti Sriramulu Nellore,523292,True,True,True,Complete
2596,Andhra Pradesh,Sri Potti Sriramulu Nellore,524001,True,True,True,Complete
2597,Andhra Pradesh,Sri Potti Sriramulu Nellore,524002,True,True,True,Complete
2598,Andhra Pradesh,Sri Potti Sriramulu Nellore,524003,True,True,True,Complete
2599,Andhra Pradesh,Sri Potti Sriramulu Nellore,524004,True,True,True,Complete
2600,Andhra Pradesh,Sri Potti Sriramulu Nellore,524005,True,True,True,Complete
2601,Andhra Pradesh,Sri Potti Sriramulu Nellore,524121,True,False,False,Only Enrolment
2602,Andhra Pradesh,Sri Potti Sriramulu Nellore,524137,True,True,True,Complete
2603,Andhra Pradesh,Sri Potti Sriramulu Nellore,524142,True,True,True,Complete
2604,Andhra Pradesh,Sri Potti Sriramulu Nellore,524152,True,True,True,Complete
2605,Andhra Pradesh,Sri Potti Sriramulu Nellore,524201,True,True,True,Complete
2606,Andhra Pradesh,Sri Potti Sriramulu Nellore,524203,False,True,True,Unclear
2607,Andhra Pradesh,Sri Potti Sriramulu Nellore,524218,True,True,True,Complete
2608,Andhra Pradesh,Sri Potti Sriramulu Nellore,524221,True,True,True,Complete
2609,Andhra Pradesh,Sri Potti Sriramulu Nellore,524222,True,True,True,Complete
2610,Andhra Pradesh,Sri Potti Sriramulu Nellore,524223,True,True,True,Complete
2611,Andhra Pradesh,Sri Potti Sriramulu Nellore,524224,True,True,True,Complete
2612,Andhra Pradesh,Sri Potti Sriramulu Nellore,524225,True,True,True,Complete
2613,Andhra Pradesh,Sri Potti Sriramulu Nellore,524226,True,True,True,Complete
2614,Andhra Pradesh,Sri Potti Sriramulu Nellore,524227,False,True,True,Unclear
2615,Andhra Pradesh,Sri Potti Sriramulu Nellore,524228,True,True,True,Complete
2616,Andhra Pradesh,Sri Potti Sriramulu Nellore,524230,True,True,True,Complete
2617,Andhra Pradesh,Sri Potti Sriramulu Nellore,524234,True,True,True,Complete
2618,Andhra Pradesh,Sri Potti Sriramulu Nellore,524236,False,True,True,Unclear
2619,Andhra Pradesh,Sri Potti Sriramulu Nellore,524239,True,True,True,Complete
2620,Andhra Pradesh,Sri Potti Sriramulu Nellore,524240,True,True,True,Complete
2621,Andhra Pradesh,Sri Potti Sriramulu Nellore,524301,True,True,True,Complete
2622,Andhra Pradesh,Sri Potti Sriramulu Nellore,524302,True,True,True,Complete
2623,Andhra Pradesh,Sri Potti Sriramulu Nellore,524303,True,True,True,Complete
2624,Andhra Pradesh,Sri Potti Sriramulu Nellore,524304,True,True,True,Complete
2625,Andhra Pradesh,Sri Potti Sriramulu Nellore,524305,True,True,True,Complete
2626,Andhra Pradesh,Sri Potti Sriramulu Nellore,524306,True,True,True,Complete
2627,Andhra Pradesh,Sri Potti Sriramulu Nellore,524307,True,True,True,Complete
2628,Andhra Pradesh,Sri Potti Sriramulu Nellore,524308,True,True,True,Complete
2629,Andhra Pradesh,Sri Potti Sriramulu Nellore,524309,True,True,True,Complete
2630,Andhra Pradesh,Sri Potti Sriramulu Nellore,524310,True,True,True,Complete
2631,Andhra Pradesh,Sri Potti Sriramulu Nellore,524311,True,True,True,Complete
2632,Andhra Pradesh,Sri Potti Sriramulu Nellore,524312,True,True,True,Complete
2633,Andhra Pradesh,Sri Potti Sriramulu Nellore,524313,True,True,True,Complete
2634,Andhra Pradesh,Sri Potti Sriramulu Nellore,524314,True,True,True,Complete
2635,Andhra Pradesh,Sri Potti Sriramulu Nellore,524315,True,True,True,Complete
2636,Andhra Pradesh,Sri Potti Sriramulu Nellore,524316,True,True,True,Complete
2637,Andhra Pradesh,Sri Potti Sriramulu Nellore,524317,True,True,True,Complete
2638,Andhra Pradesh,Sri Potti Sriramulu Nellore,524318,True,True,True,Complete
2639,Andhra Pradesh,Sri Potti Sriramulu Nellore,524319,True,True,True,Complete
2640,Andhra Pradesh,Sri Potti Sriramulu Nellore,524320,True,True,True,Complete
2641,Andhra Pradesh,Sri Potti Sriramulu Nellore,524321,True,True,True,Complete
2642,Andhra Pradesh,Sri Potti Sriramulu Nellore,524322,True,True,True,Complete
2643,Andhra Pradesh,Sri Potti Sriramulu Nellore,524323,True,True,True,Complete
2644,Andhra Pradesh,Sri Potti Sriramulu Nellore,524341,True,True,True,Complete
2645,Andhra Pradesh,Sri Potti Sriramulu Nellore,524342,True,True,True,Complete
2646,Andhra Pradesh,Sri Potti Sriramulu Nellore,524343,True,True,True,Complete
2647,Andhra Pradesh,Sri Potti Sriramulu Nellore,524344,True,True,True,Complete
2648,Andhra Pradesh,Sri Potti Sriramulu Nellore,524345,True,True,True,Complete
2649,Andhra Pradesh,Sri Potti Sriramulu Nellore,524346,True,True,True,Complete
2650,Andhra Pradesh,Sri Potti Sriramulu Nellore,524347,False,True,True,Unclear
2651,Andhra Pradesh,Sri Potti Sriramulu Nellore,524366,True,True,True,Complete
2652,Andhra Pradesh,Sri Potti Sriramulu Nellore,524405,True,True,True,Complete
2653,Andhra Pradesh,Sri Potti Sriramulu Nellore,524407,True,True,True,Complete
2654,Andhra Pradesh,Sri Potti Sriramulu Nellore,524408,True,True,True,Complete
2655,Andhra Pradesh,Sri Potti Sriramulu Nellore,524409,True,True,True,Complete
2656,Andhra Pradesh,Sri Potti Sriramulu Nellore,524411,False,False,True,Unclear
2657,Andhra Pradesh,Sri Potti Sriramulu Nellore,524414,True,True,True,Complete
2658,Andhra Pradesh,Sri Sathya Sai,515101,False,True,True,Unclear
2659,Andhra Pradesh,Sri Sathya Sai,515110,False,True,True,Unclear
2660,Andhra Pradesh,Sri Sathya Sai,515122,True,True,True,Complete
2661,Andhra Pradesh,Sri Sathya Sai,515123,True,True,True,Complete
2662,Andhra Pradesh,Sri Sathya Sai,515124,False,True,True,Unclear
2663,Andhra Pradesh,Sri Sathya Sai,515133,True,True,True,Complete
2664,Andhra Pradesh,Sri Sathya Sai,515134,True,True,True,Complete
2665,Andhra Pradesh,Sri Sathya Sai,515144,False,True,True,Unclear
2666,Andhra Pradesh,Sri Sathya Sai,515154,True,True,True,Complete
2667,Andhra Pradesh,Sri Sathya Sai,515159,True,True,True,Complete
2668,Andhra Pradesh,Sri Sathya Sai,515164,False,True,True,Unclear
2669,Andhra Pradesh,Sri Sathya Sai,515201,True,True,True,Complete
2670,Andhra Pradesh,Sri Sathya Sai,515202,False,True,True,Unclear
2671,Andhra Pradesh,Sri Sathya Sai,515211,True,True,True,Complete
2672,Andhra Pradesh,Sri Sathya Sai,515212,True,True,True,Complete
2673,Andhra Pradesh,Sri Sathya Sai,515231,True,True,True,Complete
2674,Andhra Pradesh,Sri Sathya Sai,515241,False,True,True,Unclear
2675,Andhra Pradesh,Sri Sathya Sai,515261,False,True,True,Unclear
2676,Andhra Pradesh,Sri Sathya Sai,515271,False,True,True,Unclear
2677,Andhra Pradesh,Sri Sathya Sai,515281,True,True,True,Complete
2678,Andhra Pradesh,Sri Sathya Sai,515286,False,True,True,Unclear
2679,Andhra Pradesh,Sri Sathya Sai,515291,False,True,True,Unclear
2680,Andhra Pradesh,Sri Sathya Sai,515301,True,True,True,Complete
2681,Andhra Pradesh,Sri Sathya Sai,515303,False,True,True,Unclear
2682,Andhra Pradesh,Sri Sathya Sai,515305,False,True,True,Unclear
2683,Andhra Pradesh,Sri Sathya Sai,515311,False,True,True,Unclear
2684,Andhra Pradesh,Sri Sathya Sai,515321,False,True,True,Unclear
2685,Andhra Pradesh,Sri Sathya Sai,515331,False,True,True,Unclear
2686,Andhra Pradesh,Sri Sathya Sai,515341,True,True,True,Complete
2687,Andhra Pradesh,Sri Sathya Sai,515501,True,True,True,Complete
2688,Andhra Pradesh,Sri Sathya Sai,515511,False,True,True,Unclear
2689,Andhra Pradesh,Sri Sathya Sai,515521,False,True,True,Unclear
2690,Andhra Pradesh,Sri Sathya Sai,515531,False,True,True,Unclear
2691,Andhra Pradesh,Sri Sathya Sai,515541,False,True,True,Unclear
2692,Andhra Pradesh,Sri Sathya Sai,515551,False,True,True,Unclear
2693,Andhra Pradesh,Sri Sathya Sai,515556,True,True,True,Complete
2694,Andhra Pradesh,Sri Sathya Sai,515561,False,True,True,Unclear
2695,Andhra Pradesh,Sri Sathya Sai,515571,True,True,True,Complete
2696,Andhra Pradesh,Sri Sathya Sai,515581,True,True,True,Complete
2697,Andhra Pradesh,Sri Sathya Sai,515591,True,True,True,Complete
2698,Andhra Pradesh,Sri Sathya Sai,515601,True,True,True,Complete
2699,Andhra Pradesh,Sri Sathya Sai,515621,False,True,True,Unclear
2700,Andhra Pradesh,Sri Sathya Sai,515631,False,True,True,Unclear
2701,Andhra Pradesh,Sri Sathya Sai,515641,True,True,True,Complete
2702,Andhra Pradesh,Sri Sathya Sai,515651,False,True,True,Unclear
2703,Andhra Pradesh,Sri Sathya Sai,515661,True,True,True,Complete
2704,Andhra Pradesh,Sri Sathya Sai,515671,True,True,True,Complete
2705,Andhra Pradesh,Sri Sathya Sai,515672,False,True,True,Unclear
2706,Andhra Pradesh,Sri Sathya Sai,535501,False,False,True,Unclear
2707,Andhra Pradesh,Sri Sathya Sai,535522,False,False,True,Unclear
2708,Andhra Pradesh,Sri Sathya Sai,535527,False,False,True,Unclear
2709,Andhra Pradesh,Srikakulam,532001,True,True,True,Complete
2710,Andhra Pradesh,Srikakulam,532005,False,True,True,Unclear
2711,Andhra Pradesh,Srikakulam,532122,True,True,True,Complete
2712,Andhra Pradesh,Srikakulam,532123,True,True,True,Complete
2713,Andhra Pradesh,Srikakulam,532127,True,True,True,Complete
2714,Andhra Pradesh,Srikakulam,532148,True,True,True,Complete
2715,Andhra Pradesh,Srikakulam,532168,False,True,True,Unclear
2716,Andhra Pradesh,Srikakulam,532185,True,True,True,Complete
2717,Andhra Pradesh,Srikakulam,532190,False,True,True,Unclear
2718,Andhra Pradesh,Srikakulam,532195,True,True,True,Complete
2719,Andhra Pradesh,Srikakulam,532201,True,True,True,Complete
2720,Andhra Pradesh,Srikakulam,532211,True,True,True,Complete
2721,Andhra Pradesh,Srikakulam,532212,True,True,True,Complete
2722,Andhra Pradesh,Srikakulam,532213,True,True,True,Complete
2723,Andhra Pradesh,Srikakulam,532214,True,True,True,Complete
2724,Andhra Pradesh,Srikakulam,532215,True,True,True,Complete
2725,Andhra Pradesh,Srikakulam,532216,True,True,True,Complete
2726,Andhra Pradesh,Srikakulam,532218,True,True,True,Complete
2727,Andhra Pradesh,Srikakulam,532219,False,True,True,Unclear
2728,Andhra Pradesh,Srikakulam,532220,True,True,True,Complete
2729,Andhra Pradesh,Srikakulam,532221,True,True,True,Complete
2730,Andhra Pradesh,Srikakulam,532222,True,True,True,Complete
2731,Andhra Pradesh,Srikakulam,532242,True,True,True,Complete
2732,Andhra Pradesh,Srikakulam,532243,True,True,True,Complete
2733,Andhra Pradesh,Srikakulam,532263,True,True,True,Complete
2734,Andhra Pradesh,Srikakulam,532264,True,True,True,Complete
2735,Andhra Pradesh,Srikakulam,532284,True,True,True,Complete
2736,Andhra Pradesh,Srikakulam,532290,True,True,True,Complete
2737,Andhra Pradesh,Srikakulam,532291,True,True,True,Complete
2738,Andhra Pradesh,Srikakulam,532292,False,True,True,Unclear
2739,Andhra Pradesh,Srikakulam,532312,True,True,True,Complete
2740,Andhra Pradesh,Srikakulam,532322,True,True,True,Complete
2741,Andhra Pradesh,Srikakulam,532401,True,True,True,Complete
2742,Andhra Pradesh,Srikakulam,532402,True,True,True,Complete
2743,Andhra Pradesh,Srikakulam,532403,True,True,True,Complete
2744,Andhra Pradesh,Srikakulam,532404,False,True,True,Unclear
2745,Andhra Pradesh,Srikakulam,532405,True,True,True,Complete
2746,Andhra Pradesh,Srikakulam,532406,False,True,True,Unclear
2747,Andhra Pradesh,Srikakulam,532407,True,True,True,Complete
2748,Andhra Pradesh,Srikakulam,532408,True,True,True,Complete
2749,Andhra Pradesh,Srikakulam,532409,False,True,True,Unclear
2750,Andhra Pradesh,Srikakulam,532410,True,True,True,Complete
2751,Andhra Pradesh,Srikakulam,532421,True,True,True,Complete
2752,Andhra Pradesh,Srikakulam,532425,True,True,True,Complete
2753,Andhra Pradesh,Srikakulam,532426,True,True,True,Complete
2754,Andhra Pradesh,Srikakulam,532427,False,True,True,Unclear
2755,Andhra Pradesh,Srikakulam,532428,False,True,True,Unclear
2756,Andhra Pradesh,Srikakulam,532429,True,True,True,Complete
2757,Andhra Pradesh,Srikakulam,532430,False,True,True,Unclear
2758,Andhra Pradesh,Srikakulam,532432,False,True,True,Unclear
2759,Andhra Pradesh,Srikakulam,532440,True,True,True,Complete
2760,Andhra Pradesh,Srikakulam,532443,True,True,True,Complete
2761,Andhra Pradesh,Srikakulam,532445,True,True,True,Complete
2762,Andhra Pradesh,Srikakulam,532455,True,True,True,Complete
2763,Andhra Pradesh,Srikakulam,532456,True,True,True,Complete
2764,Andhra Pradesh,Srikakulam,532457,True,True,True,Complete
2765,Andhra Pradesh,Srikakulam,532458,True,True,True,Complete
2766,Andhra Pradesh,Srikakulam,532459,True,True,True,Complete
2767,Andhra Pradesh,Srikakulam,532460,True,True,True,Complete
2768,Andhra Pradesh,Srikakulam,532461,False,True,True,Unclear
2769,Andhra Pradesh,Srikakulam,532462,True,True,True,Complete
2770,Andhra Pradesh,Srikakulam,532474,False,True,True,Unclear
2771,Andhra Pradesh,Srikakulam,532484,True,True,True,Complete
2772,Andhra Pradesh,Srikakulam,535125,False,True,True,Unclear
2773,Andhra Pradesh,Srikakulam,535128,False,True,True,Unclear
2774,Andhra Pradesh,Srikakulam,535557,False,True,True,Unclear
2775,Andhra Pradesh,Srikakulam,535593,False,False,False,No Activity
2776,Andhra Pradesh,Tirupati,517101,False,True,True,Unclear
2777,Andhra Pradesh,Tirupati,517102,True,True,True,Complete
2778,Andhra Pradesh,Tirupati,517112,False,True,True,Unclear
2779,Andhra Pradesh,Tirupati,517152,False,True,True,Unclear
2780,Andhra Pradesh,Tirupati,517193,False,True,True,Unclear
2781,Andhra Pradesh,Tirupati,517194,False,True,True,Unclear
2782,Andhra Pradesh,Tirupati,517214,False,True,True,Unclear
2783,Andhra Pradesh,Tirupati,517501,True,True,True,Complete
2784,Andhra Pradesh,Tirupati,517502,True,True,True,Complete
2785,Andhra Pradesh,Tirupati,517503,True,True,True,Complete
2786,Andhra Pradesh,Tirupati,517504,False,True,True,Unclear
2787,Andhra Pradesh,Tirupati,517505,True,True,True,Complete
2788,Andhra Pradesh,Tirupati,517506,False,True,True,Unclear
2789,Andhra Pradesh,Tirupati,517507,True,True,True,Complete
2790,Andhra Pradesh,Tirupati,517520,True,True,True,Complete
2791,Andhra Pradesh,Tirupati,517526,True,True,True,Complete
2792,Andhra Pradesh,Tirupati,517536,True,True,True,Complete
2793,Andhra Pradesh,Tirupati,517541,True,True,True,Complete
2794,Andhra Pradesh,Tirupati,517551,True,True,True,Complete
2795,Andhra Pradesh,Tirupati,517561,True,True,True,Complete
2796,Andhra Pradesh,Tirupati,517571,True,True,True,Complete
2797,Andhra Pradesh,Tirupati,517581,False,True,True,Unclear
2798,Andhra Pradesh,Tirupati,517583,True,True,True,Complete
2799,Andhra Pradesh,Tirupati,517584,False,True,True,Unclear
2800,Andhra Pradesh,Tirupati,517587,True,True,True,Complete
2801,Andhra Pradesh,Tirupati,517588,True,True,True,Complete
2802,Andhra Pradesh,Tirupati,517589,True,True,True,Complete
2803,Andhra Pradesh,Tirupati,517619,True,True,True,Complete
2804,Andhra Pradesh,Tirupati,517620,True,True,True,Complete
2805,Andhra Pradesh,Tirupati,517640,True,True,True,Complete
2806,Andhra Pradesh,Tirupati,517641,True,True,True,Complete
2807,Andhra Pradesh,Tirupati,517642,True,True,True,Complete
2808,Andhra Pradesh,Tirupati,517643,True,True,True,Complete
2809,Andhra Pradesh,Tirupati,517644,True,True,True,Complete
2810,Andhra Pradesh,Tirupati,517645,True,True,True,Complete
2811,Andhra Pradesh,Tirupati,517646,False,False,False,No Activity
2812,Andhra Pradesh,Tirupati,524101,True,True,True,Complete
2813,Andhra Pradesh,Tirupati,524121,True,True,True,Complete
2814,Andhra Pradesh,Tirupati,524123,True,True,True,Complete
2815,Andhra Pradesh,Tirupati,524124,False,True,True,Unclear
2816,Andhra Pradesh,Tirupati,524126,True,True,True,Complete
2817,Andhra Pradesh,Tirupati,524127,True,True,True,Complete
2818,Andhra Pradesh,Tirupati,524129,True,True,True,Complete
2819,Andhra Pradesh,Tirupati,524131,True,True,True,Complete
2820,Andhra Pradesh,Tirupati,524132,True,True,True,Complete
2821,Andhra Pradesh,Tirupati,524134,True,True,True,Complete
2822,Andhra Pradesh,Tirupati,524401,True,True,True,Complete
2823,Andhra Pradesh,Tirupati,524402,True,True,True,Complete
2824,Andhra Pradesh,Tirupati,524403,True,True,True,Complete
2825,Andhra Pradesh,Tirupati,524404,True,True,True,Complete
2826,Andhra Pradesh,Tirupati,524406,True,True,True,Complete
2827,Andhra Pradesh,Tirupati,524407,False,False,True,Unclear
2828,Andhra Pradesh,Tirupati,524409,True,False,True,Unclear
2829,Andhra Pradesh,Tirupati,524410,True,True,True,Complete
2830,Andhra Pradesh,Tirupati,524411,True,True,True,Complete
2831,Andhra Pradesh,Tirupati,524412,True,True,True,Complete
2832,Andhra Pradesh,Tirupati,524413,True,True,True,Complete
2833,Andhra Pradesh,Tirupati,524415,True,True,True,Complete
2834,Andhra Pradesh,Tirupati,524421,True,True,True,Complete
2835,Andhra Pradesh,Visakhapatanam,531029,True,False,False,Only Enrolment
2836,Andhra Pradesh,Visakhapatnam,530001,True,True,True,Complete
2837,Andhra Pradesh,Visakhapatnam,530002,True,True,True,Complete
2838,Andhra Pradesh,Visakhapatnam,530003,True,True,True,Complete
2839,Andhra Pradesh,Visakhapatnam,530004,True,True,True,Complete
2840,Andhra Pradesh,Visakhapatnam,530005,True,True,True,Complete
2841,Andhra Pradesh,Visakhapatnam,530007,True,True,True,Complete
2842,Andhra Pradesh,Visakhapatnam,530008,True,True,True,Complete
2843,Andhra Pradesh,Visakhapatnam,530009,True,True,True,Complete
2844,Andhra Pradesh,Visakhapatnam,530011,True,True,True,Complete
2845,Andhra Pradesh,Visakhapatnam,530012,False,True,True,Unclear
2846,Andhra Pradesh,Visakhapatnam,530013,True,True,True,Complete
2847,Andhra Pradesh,Visakhapatnam,530014,True,True,True,Complete
2848,Andhra Pradesh,Visakhapatnam,530015,False,False,True,Unclear
2849,Andhra Pradesh,Visakhapatnam,530016,True,True,True,Complete
2850,Andhra Pradesh,Visakhapatnam,530017,True,True,True,Complete
2851,Andhra Pradesh,Visakhapatnam,530018,True,True,True,Complete
2852,Andhra Pradesh,Visakhapatnam,530020,False,True,True,Unclear
2853,Andhra Pradesh,Visakhapatnam,530022,True,True,True,Complete
2854,Andhra Pradesh,Visakhapatnam,530024,True,True,True,Complete
2855,Andhra Pradesh,Visakhapatnam,530026,True,True,True,Complete
2856,Andhra Pradesh,Visakhapatnam,530027,True,True,True,Complete
2857,Andhra Pradesh,Visakhapatnam,530028,True,True,True,Complete
2858,Andhra Pradesh,Visakhapatnam,530029,True,True,True,Complete
2859,Andhra Pradesh,Visakhapatnam,530031,False,True,True,Unclear
2860,Andhra Pradesh,Visakhapatnam,530032,True,True,True,Complete
2861,Andhra Pradesh,Visakhapatnam,530035,False,False,False,No Activity
2862,Andhra Pradesh,Visakhapatnam,530040,True,True,True,Complete
2863,Andhra Pradesh,Visakhapatnam,530041,True,True,True,Complete
2864,Andhra Pradesh,Visakhapatnam,530043,False,True,True,Unclear
2865,Andhra Pradesh,Visakhapatnam,530044,True,True,True,Complete
2866,Andhra Pradesh,Visakhapatnam,530045,True,True,True,Complete
2867,Andhra Pradesh,Visakhapatnam,530046,True,True,True,Complete
2868,Andhra Pradesh,Visakhapatnam,530047,True,True,True,Complete
2869,Andhra Pradesh,Visakhapatnam,530048,True,True,True,Complete
2870,Andhra Pradesh,Visakhapatnam,530049,True,True,True,Complete
2871,Andhra Pradesh,Visakhapatnam,530051,True,True,True,Complete
2872,Andhra Pradesh,Visakhapatnam,530052,True,True,True,Complete
2873,Andhra Pradesh,Visakhapatnam,530053,False,True,True,Unclear
2874,Andhra Pradesh,Visakhapatnam,531001,True,True,True,Complete
2875,Andhra Pradesh,Visakhapatnam,531002,True,True,True,Complete
2876,Andhra Pradesh,Visakhapatnam,531011,True,True,True,Complete
2877,Andhra Pradesh,Visakhapatnam,531019,False,True,True,Unclear
2878,Andhra Pradesh,Visakhapatnam,531020,True,True,True,Complete
2879,Andhra Pradesh,Visakhapatnam,531021,True,True,True,Complete
2880,Andhra Pradesh,Visakhapatnam,531022,True,True,True,Complete
2881,Andhra Pradesh,Visakhapatnam,531023,True,True,True,Complete
2882,Andhra Pradesh,Visakhapatnam,531024,True,True,True,Complete
2883,Andhra Pradesh,Visakhapatnam,531025,True,True,True,Complete
2884,Andhra Pradesh,Visakhapatnam,531026,False,True,True,Unclear
2885,Andhra Pradesh,Visakhapatnam,531027,True,True,True,Complete
2886,Andhra Pradesh,Visakhapatnam,531028,True,True,True,Complete
2887,Andhra Pradesh,Visakhapatnam,531029,True,True,True,Complete
2888,Andhra Pradesh,Visakhapatnam,531030,True,True,True,Complete
2889,Andhra Pradesh,Visakhapatnam,531031,True,True,True,Complete
2890,Andhra Pradesh,Visakhapatnam,531032,False,True,True,Unclear
2891,Andhra Pradesh,Visakhapatnam,531033,True,True,True,Complete
2892,Andhra Pradesh,Visakhapatnam,531034,True,True,True,Complete
2893,Andhra Pradesh,Visakhapatnam,531035,True,True,True,Complete
2894,Andhra Pradesh,Visakhapatnam,531036,True,True,True,Complete
2895,Andhra Pradesh,Visakhapatnam,531040,True,True,True,Complete
2896,Andhra Pradesh,Visakhapatnam,531055,True,True,True,Complete
2897,Andhra Pradesh,Visakhapatnam,531060,True,True,True,Complete
2898,Andhra Pradesh,Visakhapatnam,531061,True,True,True,Complete
2899,Andhra Pradesh,Visakhapatnam,531075,False,True,True,Unclear
2900,Andhra Pradesh,Visakhapatnam,531077,True,True,True,Complete
2901,Andhra Pradesh,Visakhapatnam,531081,True,True,True,Complete
2902,Andhra Pradesh,Visakhapatnam,531082,True,True,True,Complete
2903,Andhra Pradesh,Visakhapatnam,531083,True,True,True,Complete
2904,Andhra Pradesh,Visakhapatnam,531084,True,True,True,Complete
2905,Andhra Pradesh,Visakhapatnam,531085,True,True,True,Complete
2906,Andhra Pradesh,Visakhapatnam,531087,True,True,True,Complete
2907,Andhra Pradesh,Visakhapatnam,531105,True,True,True,Complete
2908,Andhra Pradesh,Visakhapatnam,531111,True,True,True,Complete
2909,Andhra Pradesh,Visakhapatnam,531113,True,True,True,Complete
2910,Andhra Pradesh,Visakhapatnam,531114,True,True,True,Complete
2911,Andhra Pradesh,Visakhapatnam,531115,True,True,True,Complete
2912,Andhra Pradesh,Visakhapatnam,531116,True,True,True,Complete
2913,Andhra Pradesh,Visakhapatnam,531117,False,True,True,Unclear
2914,Andhra Pradesh,Visakhapatnam,531118,False,True,True,Unclear
2915,Andhra Pradesh,Visakhapatnam,531126,True,True,True,Complete
2916,Andhra Pradesh,Visakhapatnam,531127,True,True,True,Complete
2917,Andhra Pradesh,Visakhapatnam,531133,True,True,True,Complete
2918,Andhra Pradesh,Visakhapatnam,531149,True,True,True,Complete
2919,Andhra Pradesh,Visakhapatnam,531151,True,True,True,Complete
2920,Andhra Pradesh,Visakhapatnam,531162,True,True,True,Complete
2921,Andhra Pradesh,Visakhapatnam,531163,True,True,True,Complete
